Date:,5/16/2019,Time:,12:10 PM,Operator:,EXPERIMENT 4C
Date,Time,Runtime (h),Iteration,Permeate Conductivity [High] (uS),Permeate Conductivity [Low] (uS),Reject Conductivity (mS),Feed Pressure (psi),Feed Volume (L),Feed Temperature (C),Permeate Flowrate (L/min),Reject Flowrate (L/min),Feed Flowrate (L/min),Feed Pump Power (%),Temperatre Valve Open (%),Reject Valve Open (%),Water Flux (LMH),Total Permeate  (L),AC Current (A),Permeate Tank Level,Feed Cleaning Valve State,Permeate Discharge Valve State,System Mode,Status,Code,Source,LJ String
5/16/2019,12:20:15 PM,0.169549,2389.000000,485.152418,544.762010,61.734953,701.578031,20.018556,15.702256,0.664879,5.081953,5.746832,56.846629,80.000000,21.000000,14.807993,4.821324,8.911425,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:21:15 PM,0.186215,2629.000000,488.521829,547.612156,61.642523,651.172309,20.427393,16.075057,0.664363,5.087760,5.752123,56.707669,80.000000,21.000000,14.796510,5.484138,8.880000,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:22:15 PM,0.202882,2869.000000,489.986674,549.775474,61.609010,703.599932,20.671997,16.433452,0.660884,5.325177,5.986061,56.584519,80.000000,21.000000,14.719015,6.136483,8.858086,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:23:15 PM,0.219549,3109.000000,483.865766,553.706613,61.394465,666.411361,20.279425,16.794453,0.714812,5.276332,5.991144,56.334674,80.000000,21.000000,15.920091,6.864558,8.812197,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:24:15 PM,0.236215,3349.000000,479.423802,554.673294,61.356823,703.210225,19.924674,17.144615,0.701506,5.181620,5.883126,56.244923,80.000000,21.000000,15.623732,7.539210,8.784979,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:25:15 PM,0.252882,3589.000000,482.186742,557.776982,61.267917,686.062055,20.377239,17.496218,0.656064,5.018437,5.674501,56.161090,80.000000,21.000000,14.611663,8.202280,8.759538,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:26:15 PM,0.269549,3829.000000,484.547524,563.740071,61.207014,664.953094,20.557784,17.833826,0.655855,5.130017,5.785872,56.000869,80.000000,21.000000,14.607016,8.880590,8.725643,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:27:15 PM,0.286215,4069.000000,486.107147,566.751890,61.197375,668.377124,20.165030,18.169238,0.702731,4.980501,5.683232,55.944699,80.000000,21.000000,15.651033,9.552028,8.716954,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:28:15 PM,0.302882,4309.000000,498.543571,572.931623,61.090254,626.873750,20.351473,18.493947,0.662917,5.181506,5.844423,55.808178,80.000000,21.000000,14.764303,10.212285,8.705154,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:29:15 PM,0.319548,4549.000000,505.669953,577.822912,61.051385,663.141275,20.025810,18.810013,0.668246,5.153123,5.821369,55.685298,80.000000,21.000000,14.882993,10.882376,8.677727,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:30:15 PM,0.336215,4789.000000,513.831243,582.791678,60.979772,626.584192,20.691125,19.133828,0.698020,5.087039,5.785059,55.540787,80.000000,21.000000,15.546100,11.549598,8.658913,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:31:15 PM,0.352882,5029.000000,525.316173,588.871744,60.924069,643.143690,20.263075,19.450443,0.662196,4.822199,5.484395,55.441297,80.000000,21.000000,14.748248,12.218430,8.646982,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:32:15 PM,0.369549,5269.000000,531.245867,595.869734,60.928966,645.352612,20.350016,19.366950,0.709875,5.055573,5.765448,55.377306,80.000000,21.000000,15.810125,12.938020,8.627618,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:33:15 PM,0.386215,5509.000000,505.977332,591.993754,60.034532,657.769583,20.447315,18.507257,0.661252,5.061273,5.722525,55.655051,80.000000,21.000000,14.727218,13.590004,8.689188,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:34:15 PM,0.402882,5749.000000,491.726227,574.740210,60.390930,639.138201,20.594704,18.532021,0.700978,4.946506,5.647484,55.592739,80.000000,21.000000,15.611986,14.257206,8.683099,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:35:15 PM,0.419548,5989.000000,489.631945,569.867307,60.368283,672.476835,20.619800,18.535866,0.655934,5.213668,5.869602,55.607009,80.000000,21.000000,14.608782,14.919779,8.678956,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:36:15 PM,0.436215,6229.000000,487.549106,567.881449,60.449691,702.634876,20.441469,18.613183,0.700784,5.259055,5.959839,55.594571,80.000000,21.000000,15.607659,15.590484,8.677349,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:37:15 PM,0.452882,6469.000000,482.472814,561.767274,60.505542,654.516863,20.661988,18.635821,0.699205,5.051511,5.750716,55.512590,80.000000,21.000000,15.572503,16.271611,8.664688,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:38:15 PM,0.469548,6709.000000,488.080450,560.677087,60.521157,647.622451,20.885096,18.704428,0.665287,5.265149,5.930436,55.513648,80.000000,21.000000,14.817087,16.938354,8.658847,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:39:15 PM,0.486215,6949.000000,488.206322,560.719122,60.534157,653.388858,20.469690,18.748884,0.671471,5.144771,5.816242,55.478358,80.000000,21.000000,14.954812,17.656956,8.666190,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:40:15 PM,0.502882,7189.000000,489.198694,561.750156,60.504168,668.585782,20.363934,18.780099,0.655527,5.249842,5.905368,55.454402,80.000000,21.000000,14.599702,18.329421,8.684797,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:41:15 PM,0.519548,7429.000000,490.948033,562.806169,60.527273,674.539210,20.413184,18.789156,0.708918,5.067278,5.776196,55.471268,80.000000,21.000000,15.788814,18.991614,8.665302,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:42:15 PM,0.536215,7669.000000,488.541479,562.730087,60.481978,662.910750,20.251335,18.792518,0.659299,5.274762,5.934061,55.488955,80.000000,21.000000,14.683725,19.638775,8.661786,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:43:15 PM,0.552882,7909.000000,487.645542,561.741026,60.484275,705.532619,20.626043,18.803631,0.660642,5.208384,5.869026,55.445389,80.000000,21.000000,14.713632,20.303233,8.657775,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:44:15 PM,0.569549,8149.000000,487.709307,558.650462,60.487031,649.249867,20.775923,18.848567,0.658586,5.184923,5.843509,55.458930,80.000000,21.000000,14.667836,20.953446,8.656377,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:45:15 PM,0.586215,8389.000000,488.090236,556.747280,60.459789,645.695231,20.543589,18.878067,0.654794,4.940315,5.595110,55.380074,80.000000,21.000000,14.583391,21.616845,8.653477,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:46:15 PM,0.602882,8629.000000,488.212872,557.671925,60.471423,654.578284,20.488565,18.913949,0.699536,5.062696,5.762232,55.346160,80.000000,21.000000,15.579860,22.334725,8.644447,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:47:15 PM,0.619548,8869.000000,487.928378,557.766520,60.446020,676.337706,20.670109,18.927189,0.708644,5.157596,5.866240,55.357481,80.000000,21.000000,15.782720,22.992898,8.638919,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:48:15 PM,0.636215,9109.000000,485.268425,555.630845,60.408983,667.187467,20.117934,18.905030,0.707276,5.005557,5.712834,55.325937,80.000000,21.000000,15.752255,23.672979,8.657801,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:49:15 PM,0.652882,9349.000000,480.161118,551.702305,60.420307,702.618705,20.646686,18.902355,0.648231,5.135941,5.784172,55.346914,80.000000,21.000000,14.437206,24.329451,8.654129,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:50:15 PM,0.669548,9589.000000,476.763849,547.581976,60.472952,651.586089,20.160663,18.935560,0.716051,5.046170,5.762221,55.328307,80.000000,21.000000,15.947693,25.000104,8.672057,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:51:15 PM,0.686215,9829.000000,477.726786,546.849057,60.427657,690.672617,20.193698,18.991815,0.706167,5.277534,5.983701,55.315441,80.000000,21.000000,15.727553,25.657873,8.644382,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:52:15 PM,0.702882,10069.000000,476.866834,546.631019,60.429341,644.929599,20.429402,18.985712,0.661900,5.134986,5.796886,55.301756,80.000000,21.000000,14.741651,26.390095,8.643454,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:53:15 PM,0.719549,10309.000000,475.249997,542.582968,60.404551,654.589218,20.462243,19.007595,0.662107,4.927185,5.589292,55.331715,80.000000,21.000000,14.746247,27.070110,8.644996,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:54:15 PM,0.736215,10549.000000,474.540460,541.620218,60.416791,661.326149,20.064003,19.004578,0.658587,5.074068,5.732655,55.329389,80.000000,21.000000,14.667863,27.730611,8.649139,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:55:15 PM,0.752882,10789.000000,472.982415,540.583923,60.414494,667.697583,20.729451,19.003959,0.653923,5.090711,5.744634,55.208009,80.000000,21.000000,14.563979,28.399720,8.660298,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:56:15 PM,0.769549,11029.000000,473.320808,540.661399,60.403015,651.887775,19.878274,19.040595,0.658954,5.145961,5.804915,55.211638,80.000000,21.000000,14.676036,29.067901,8.629969,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:57:15 PM,0.786215,11269.000000,473.883245,540.624626,60.436225,647.112795,20.487097,19.091018,0.652871,5.185569,5.838440,55.234764,80.000000,21.000000,14.540553,29.780498,8.658050,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:58:15 PM,0.802882,11509.000000,473.392780,540.660068,60.443568,651.842800,20.203324,19.091704,0.695106,5.071094,5.766200,55.187837,80.000000,21.000000,15.481195,30.434249,8.635993,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,12:59:15 PM,0.819549,11749.000000,474.558453,539.699917,60.433315,662.527658,19.893240,19.100692,0.658207,5.113294,5.771501,55.204463,80.000000,21.000000,14.659394,31.088587,8.648171,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:00:15 PM,0.836215,11989.000000,473.631502,540.776980,60.397970,705.999918,20.396439,19.078878,0.654249,5.114263,5.768512,55.203348,80.000000,21.000000,14.571241,31.741586,8.635966,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:01:15 PM,0.852882,12229.000000,473.134487,540.715227,60.398731,649.836610,20.766383,19.087041,0.656666,5.091729,5.748395,55.178773,80.000000,21.000000,14.625083,32.415424,8.636032,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:02:15 PM,0.869548,12469.000000,473.827688,539.579074,60.391233,639.686124,20.350678,19.135338,0.656714,4.909256,5.565969,55.129619,80.000000,21.000000,14.626143,33.079758,8.646186,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:03:15 PM,0.886215,12709.000000,472.707786,538.600601,60.404699,653.102883,20.628810,19.151529,0.654992,4.996650,5.651642,55.062040,80.000000,21.000000,14.587801,33.813812,8.637248,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:04:15 PM,0.902882,12949.000000,473.847259,538.616324,60.427960,638.555041,20.160401,19.153794,0.699415,5.402193,6.101608,55.120519,80.000000,21.000000,15.577174,34.488664,8.649465,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:05:15 PM,0.919549,13189.000000,474.267409,539.522647,60.383891,638.431555,20.483608,19.120793,0.658687,5.033883,5.692570,55.151241,80.000000,21.000000,14.670095,35.144005,8.644643,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:06:15 PM,0.936215,13429.000000,472.671800,538.599269,60.403480,655.161444,20.422352,19.106593,0.672693,5.245290,5.917983,55.118993,80.000000,21.000000,14.982033,35.802229,8.638058,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:07:15 PM,0.952882,13669.000000,472.127356,537.558979,60.392001,653.012243,20.223232,19.135407,0.655764,4.932047,5.587811,55.125206,80.000000,21.000000,14.604998,36.474881,8.632752,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:08:15 PM,0.969548,13909.000000,469.848411,536.479381,60.403480,675.329604,20.311581,19.173895,0.706812,4.982439,5.689251,55.094614,80.000000,21.000000,15.741916,37.135232,8.640175,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:09:15 PM,0.986215,14149.000000,470.662512,536.638265,60.408983,654.880660,20.640468,19.205932,0.705414,4.990251,5.695665,55.064177,80.000000,21.000000,15.710774,37.856007,8.622861,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:10:15 PM,1.002882,14389.000000,469.712675,534.587991,60.363386,673.235117,20.308680,19.197564,0.654489,5.222758,5.877248,55.079193,80.000000,21.000000,14.576599,38.511500,8.631289,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:11:15 PM,1.019549,14629.000000,470.172047,534.643150,60.350378,685.835755,19.799525,19.171355,0.692335,5.043426,5.735761,55.045823,80.000000,21.000000,15.419494,39.156363,8.627199,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:12:15 PM,1.036215,14869.000000,469.281081,534.580129,60.322988,665.555778,20.912439,19.159076,0.658193,5.248237,5.906430,55.013404,80.000000,21.000000,14.659085,39.804953,8.635876,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:13:15 PM,1.052882,15109.000000,468.782409,532.519267,60.387259,707.749167,20.308452,19.190430,0.669697,5.001677,5.671374,55.055061,80.000000,21.000000,14.915304,40.534012,8.647857,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:14:15 PM,1.069548,15349.000000,469.747003,532.663759,60.385723,679.160706,20.571270,19.236532,0.707377,5.069296,5.776673,55.006306,80.000000,21.000000,15.754500,41.203180,8.631081,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:15:15 PM,1.086215,15589.000000,469.249988,532.558703,60.379452,690.161307,20.757940,19.228094,0.657622,5.219618,5.877240,54.959382,80.000000,21.000000,14.646370,41.861862,8.626560,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:16:15 PM,1.102882,15829.000000,468.556866,532.678215,60.392304,633.044840,19.800115,19.212108,0.655132,5.177312,5.832444,54.991703,80.000000,21.000000,14.590911,42.527956,8.633105,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:17:15 PM,1.119548,16069.000000,471.251069,531.789010,60.351752,629.979141,20.498922,19.202435,0.707421,5.078718,5.786139,55.008891,80.000000,21.000000,15.755477,43.189888,8.640109,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:18:15 PM,1.136215,16309.000000,468.715409,532.544247,60.393988,656.493835,20.486677,19.192007,0.655637,5.056535,5.712172,54.963768,80.000000,21.000000,14.602162,43.854753,8.635339,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:19:15 PM,1.152882,16549.000000,471.529013,534.649680,60.372722,673.211826,20.797975,19.234680,0.655725,4.972081,5.627806,54.976578,80.000000,21.000000,14.604123,44.519421,8.638541,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:20:15 PM,1.169548,16789.000000,469.966075,534.509183,60.399802,664.136285,20.027252,19.263836,0.654858,5.084402,5.739261,54.961455,80.000000,21.000000,14.584820,45.240190,8.640723,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:21:15 PM,1.186215,17029.000000,469.810768,534.601115,60.361857,646.430176,20.786354,19.270559,0.658213,5.103021,5.761234,54.903000,80.000000,21.000000,14.659534,45.889291,8.619673,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:22:15 PM,1.202882,17269.000000,468.723616,533.512260,60.363999,683.548827,20.495554,19.240512,0.701475,5.111518,5.812994,54.942137,80.000000,21.000000,15.623061,46.544852,8.621632,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:23:15 PM,1.219548,17509.000000,471.105627,533.707980,60.346707,660.452236,20.170770,19.224938,0.663621,5.071754,5.735374,54.900678,80.000000,21.000000,14.779967,47.203253,8.636046,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:24:15 PM,1.236215,17749.000000,469.869639,533.688262,60.305541,648.739063,19.850052,19.246410,0.650782,5.045491,5.696273,54.876233,80.000000,21.000000,14.494031,47.865061,8.633157,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:25:15 PM,1.252882,17989.000000,467.391193,533.646227,60.355275,647.451601,20.535481,19.273784,0.664352,5.149283,5.813636,54.906588,80.000000,21.000000,14.796267,48.528081,8.637966,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:26:15 PM,1.269549,18229.000000,468.950816,531.561780,60.397970,661.192188,20.525017,19.291210,0.657143,5.123898,5.781041,54.902949,80.000000,21.000000,14.635705,49.196527,8.636137,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:27:15 PM,1.286215,18469.000000,467.579172,531.668167,60.369812,639.131999,20.395524,19.280576,0.703163,5.150438,5.853602,54.898293,80.000000,21.000000,15.660655,49.882856,8.643297,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:28:15 PM,1.302764,18684.000000,468.430916,531.591959,60.341041,666.419905,20.371706,19.277010,0.707132,5.173099,5.880231,54.913641,80.000000,21.000000,15.749050,50.552535,8.649583,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:29:15 PM,1.319618,18922.000000,465.743262,530.550401,60.313496,630.614167,20.764820,19.262806,0.660602,5.254227,5.914829,54.948446,80.000000,21.000000,14.712728,51.290555,8.636254,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:30:15 PM,1.336285,19162.000000,466.215734,530.535945,60.345022,674.418342,20.256963,19.270423,0.661813,5.171699,5.833512,54.989000,80.000000,21.000000,14.739709,51.961937,8.636673,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:31:15 PM,1.352951,19402.000000,466.825521,531.574904,60.376851,634.044858,20.579174,19.321190,0.654799,5.213137,5.867935,54.994358,80.000000,21.000000,14.583488,52.615259,8.649465,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:32:15 PM,1.369618,19642.000000,470.124697,531.576235,60.405925,650.202796,20.362935,19.317898,0.668046,4.915786,5.583831,54.957376,80.000000,21.000000,14.878525,53.289228,8.643154,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:33:15 PM,1.386285,19882.000000,469.258195,531.442268,60.380678,665.410884,20.234168,19.314262,0.706666,5.201066,5.907732,54.968747,80.000000,21.000000,15.738668,53.958681,8.646577,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:34:15 PM,1.402951,20122.000000,467.600400,532.640110,60.322833,641.031609,20.183833,19.296151,0.700417,4.976398,5.676815,54.911448,80.000000,21.000000,15.599492,54.612023,8.646891,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/16/2019,1:35:15 PM,1.419618,20362.000000,467.652722,533.618647,60.305083,683.767684,20.188551,19.284077,0.656966,5.205828,5.862794,55.054748,80.000000,21.000000,14.631767,55.340802,8.644735,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
