Date:,4/30/2019,Time:,4:57 PM,Operator:,
Date,Time,Runtime (h),Iteration,Permeate Conductivity [High] (uS),Permeate Conductivity [Low] (uS),Reject Conductivity (mS),Feed Pressure (psi),Feed Volume (L),Feed Temperature (C),Permeate Flowrate (L/min),Reject Flowrate (L/min),Feed Flowrate (L/min),Feed Pump Power (%),Temperatre Valve Open (%),Reject Valve Open (%),Water Flux (LMH),Total Permeate  (L),Permeate Tank Level,Feed Cleaning Valve State,Permeate Discharge Valve State,System Mode
4/30/2019,5:08:04 PM,0.184113,2641.000000,545.714465,588.658969,60.051211,727.450533,20.066830,19.654682,0.897487,6.952024,7.849511,70.424499,80.000000,33.000000,19.988578,6.972658,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:09:04 PM,0.200780,2881.000000,637.435521,660.079226,60.665765,721.940562,20.184785,19.574550,0.767255,6.217746,6.985001,78.570727,80.000000,33.000000,17.088083,7.581845,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:10:04 PM,0.217447,3121.000000,535.012622,611.723122,60.470196,568.015661,19.954484,19.470065,0.329278,5.656448,5.985727,64.118505,80.000000,33.000000,7.333596,8.350861,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:11:04 PM,0.234113,3361.000000,522.178933,578.532247,60.481978,446.396071,20.564920,19.446122,0.077925,5.267329,5.345254,55.505116,80.000000,33.000000,1.735528,9.071922,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:12:04 PM,0.250780,3601.000000,522.188719,574.599713,60.599352,481.629813,20.469388,19.406604,0.151227,5.348163,5.499390,51.158098,80.000000,30.000000,3.368094,9.782530,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:13:04 PM,0.267447,3841.000000,531.018667,578.530852,55.960236,870.290671,20.289698,19.465538,1.292630,6.902620,8.195250,84.709414,80.000000,30.000000,28.789087,10.337431,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:14:04 PM,0.284114,4081.000000,542.618025,634.901651,60.821542,751.299434,20.436379,19.395420,0.883269,6.270776,7.154045,74.394993,80.000000,30.000000,19.671916,11.082414,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:15:04 PM,0.300780,4321.000000,513.935886,576.493766,60.888413,521.135817,20.099686,19.308225,0.404996,5.696959,6.101955,62.943740,80.000000,30.000000,9.019962,11.864130,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:16:04 PM,0.317447,4561.000000,491.292976,549.374841,61.025827,452.694965,20.435548,19.212658,0.023668,5.140863,5.164531,53.449095,80.000000,30.000000,0.527123,12.586467,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:17:04 PM,0.334113,4801.000000,491.283111,543.347398,60.803024,637.473389,19.958429,19.205452,0.454886,6.065182,6.520067,61.068108,80.000000,30.000000,10.131087,13.302045,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): Ramp Down
4/30/2019,5:18:04 PM,0.350780,5041.000000,534.216435,618.752813,60.978242,904.171993,19.939061,19.156675,1.391246,6.817686,8.208931,83.307920,80.000000,30.000000,30.985424,13.893161,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:19:04 PM,0.367447,5281.000000,488.034679,549.292102,60.915345,760.822244,20.641778,19.182678,0.996501,6.234993,7.231494,78.926052,80.000000,30.000000,22.193784,14.635825,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:20:04 PM,0.384113,5521.000000,482.935500,539.174573,61.095306,534.891840,20.327808,19.175886,0.440447,5.545964,5.986411,64.619386,80.000000,30.000000,9.809506,15.384778,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:21:04 PM,0.400780,5761.000000,475.405304,527.236601,60.992469,490.539052,20.551013,19.079358,0.062930,5.096661,5.159591,52.415674,80.000000,30.000000,1.401569,16.089935,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:22:04 PM,0.417447,6001.000000,567.564503,548.300441,60.608068,854.508612,20.716543,19.033939,1.286908,7.035826,8.322734,82.371754,80.000000,30.000000,28.661640,16.727391,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:23:04 PM,0.434113,6241.000000,470.765576,547.407306,60.847403,887.836083,19.783586,18.987563,1.291245,7.012317,8.303562,82.577247,80.000000,30.000000,28.758235,17.487871,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:24:04 PM,0.450780,6481.000000,467.456536,520.337009,60.856282,774.775717,20.411416,19.026120,0.930079,6.678614,7.608693,76.510840,80.000000,30.000000,20.714456,18.229870,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:25:04 PM,0.467447,6721.000000,461.871864,515.320946,61.171514,577.462808,20.121422,19.069340,0.499521,5.641133,6.140654,67.304622,80.000000,30.000000,11.125194,18.979260,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:26:04 PM,0.484113,6961.000000,466.998821,516.027554,57.838623,375.377285,20.511194,19.308705,0.057859,4.746099,4.803958,45.767080,80.000000,30.000000,1.288626,19.637058,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): Ramp Up
4/30/2019,5:27:04 PM,0.500780,7201.000000,492.819928,581.610891,60.739211,901.560959,20.092153,18.976105,1.290053,6.768372,8.058425,78.547430,80.000000,30.000000,28.731692,20.353552,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:28:04 PM,0.517447,7441.000000,457.614644,519.173277,60.843577,917.091453,20.213836,18.951065,1.273018,7.024657,8.297675,84.244295,80.000000,30.000000,28.352285,21.095756,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:29:04 PM,0.534113,7681.000000,459.934547,510.377097,60.996295,764.359515,20.291682,18.979261,0.985002,6.328832,7.313834,76.932576,80.000000,30.000000,21.937677,21.815861,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:30:04 PM,0.550780,7921.000000,457.877908,504.150004,60.955440,634.969212,20.395320,19.056511,0.515001,5.686039,6.201040,63.757893,80.000000,30.000000,11.469959,22.539278,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:31:04 PM,0.567447,8161.000000,540.595716,580.499718,60.965079,759.458430,20.361275,19.028177,0.790715,6.526380,7.317095,61.888500,80.000000,28.000000,17.610585,23.109474,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:32:04 PM,0.584114,8382.000000,482.727871,534.335780,60.889027,829.319280,20.037477,19.089783,1.250062,6.363378,7.613440,75.054083,80.000000,28.000000,27.841017,23.842677,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:33:04 PM,0.600780,8622.000000,468.043515,525.314969,61.029351,910.483475,20.600683,19.116061,1.410249,6.727891,8.138140,80.919868,80.000000,28.000000,31.408668,24.575333,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:34:04 PM,0.617447,8862.000000,471.179177,523.414449,61.149938,806.673726,20.104208,19.210598,1.227707,6.407952,7.635659,77.655199,80.000000,28.000000,27.343149,25.385333,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:35:04 PM,0.634114,9102.000000,560.557443,534.263566,59.363973,528.400458,20.687792,19.239757,0.206720,5.304955,5.511675,50.089293,80.000000,28.000000,4.603999,26.008788,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:36:04 PM,0.650780,9342.000000,502.006262,567.440049,61.001961,601.379792,20.330514,19.196328,0.538275,5.852898,6.391173,56.510100,80.000000,28.000000,11.988308,26.730556,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:37:04 PM,0.667447,9582.000000,487.787828,537.247742,60.845416,792.124966,20.401517,19.180068,1.157854,6.492330,7.650184,71.981451,80.000000,28.000000,25.787388,27.451831,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:38:04 PM,0.684113,9822.000000,477.100663,527.763276,60.864850,848.411944,20.882281,19.156469,1.247826,6.716107,7.963933,80.160079,80.000000,28.000000,27.791214,28.186524,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:39:04 PM,0.700780,10062.000000,479.083752,527.378430,61.010987,398.807698,20.227587,19.299307,0.055242,4.382465,4.437708,42.322119,80.000000,28.000000,1.230338,28.910962,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): Low
4/30/2019,5:40:04 PM,0.717447,10302.000000,527.812691,608.683787,61.389265,602.347421,20.179984,19.208747,0.502421,5.724955,6.227376,52.585261,80.000000,28.000000,11.189777,29.507321,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:41:04 PM,0.734113,10542.000000,503.196399,548.446201,60.959569,537.119093,20.344133,19.294161,0.382232,5.434665,5.816896,63.088623,80.000000,28.000000,8.512953,30.319137,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:42:04 PM,0.750780,10782.000000,486.757812,540.292276,61.087195,908.053353,20.065592,19.326678,1.388236,6.780632,8.168868,76.880192,80.000000,28.000000,30.918386,31.015487,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:43:04 PM,0.767447,11022.000000,499.351201,537.352798,61.012361,520.407534,20.742926,19.313097,0.151128,5.256893,5.408021,47.080993,80.000000,28.000000,3.365887,31.735678,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:44:04 PM,0.784113,11262.000000,638.931459,610.682959,60.979461,459.801390,20.425720,19.288193,0.086039,4.964442,5.050481,48.839629,80.000000,28.000000,1.916237,32.338101,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:45:04 PM,0.800780,11502.000000,502.395320,567.693528,60.995993,830.597141,20.400783,19.345888,1.110380,6.349162,7.459541,80.334769,80.000000,28.000000,24.730061,33.057776,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:46:04 PM,0.817447,11730.000000,498.143071,544.378432,60.997980,730.347266,20.036804,19.267472,0.760140,6.044046,6.804185,57.501237,80.000000,28.000000,16.929613,33.811686,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:47:04 PM,0.834113,11970.000000,504.192087,545.342513,61.029654,533.510201,20.581040,19.314673,0.228271,4.843268,5.071539,56.398534,80.000000,28.000000,5.083988,34.552538,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:48:04 PM,0.850780,12210.000000,501.762647,548.255806,54.318429,728.354858,20.144676,19.732412,0.994271,5.929861,6.924132,70.297266,80.000000,28.000000,22.144120,35.117586,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:49:04 PM,0.867447,12450.000000,529.900422,628.666760,61.044190,892.256592,20.261416,19.355426,1.348574,6.786912,8.135486,74.140934,80.000000,28.000000,30.035058,35.890617,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:50:04 PM,0.884113,12690.000000,509.459594,555.442987,61.057509,541.278756,20.084286,19.341017,0.143531,5.123054,5.266585,48.934098,80.000000,28.000000,3.196685,36.624394,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:51:04 PM,0.900763,12926.000000,502.282548,545.376686,60.896982,820.874263,20.702061,19.376488,1.317221,6.157225,7.474445,85.951349,80.000000,28.000000,29.336761,37.367952,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:52:04 PM,0.917447,13163.000000,502.902120,548.371387,61.200130,706.216892,20.654999,19.349799,0.802580,5.870861,6.673441,58.049205,80.000000,25.000000,17.874838,38.127976,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): Ramp Down
4/30/2019,5:53:04 PM,0.934113,13396.000000,606.456364,670.090431,61.461344,610.668493,20.412571,19.315772,0.411034,5.299905,5.710939,50.203673,80.000000,25.000000,9.154437,38.684200,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:54:04 PM,0.950780,13636.000000,533.448027,586.697964,61.312141,550.319061,20.519795,19.409074,0.468911,5.026795,5.495706,61.195126,80.000000,25.000000,10.443445,39.371225,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:55:04 PM,0.967447,13864.000000,521.057374,577.578690,61.299591,850.421809,20.248362,19.433633,1.347124,6.243471,7.590595,72.337867,80.000000,25.000000,30.002769,40.158488,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:56:04 PM,0.984113,14093.000000,521.660611,564.467792,61.402731,500.931457,20.371416,19.343968,0.122243,4.840794,4.963037,44.931725,80.000000,25.000000,2.722561,40.880184,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:57:04 PM,1.000780,14333.000000,668.656635,603.680911,60.440199,450.591475,20.820639,19.379985,0.090971,4.711498,4.802469,46.786741,80.000000,25.000000,2.026070,41.436217,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:58:04 PM,1.017447,14573.000000,530.439894,613.615907,61.139220,848.265212,20.340451,19.366881,1.374086,6.257309,7.631395,77.074788,80.000000,25.000000,30.603244,42.147327,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,5:59:04 PM,1.034113,14813.000000,516.461761,566.397223,61.404570,672.624853,20.298239,19.310967,0.692147,5.746385,6.438533,51.888093,80.000000,25.000000,15.415307,42.890973,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:00:04 PM,1.050780,15053.000000,528.012112,567.400740,61.320407,597.851801,20.270438,19.340196,0.334485,4.818464,5.152949,55.939792,80.000000,25.000000,7.449560,43.626424,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:01:04 PM,1.067447,15293.000000,516.984897,567.618714,58.350643,315.992680,20.199268,19.902485,0.023668,3.657069,3.680737,32.754279,80.000000,25.000000,0.527123,44.278179,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): Low
4/30/2019,6:02:04 PM,1.084114,15533.000000,561.180330,677.037320,61.389723,803.554048,20.521082,19.383760,1.207821,6.393626,7.601447,66.455271,80.000000,25.000000,26.900246,44.955219,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:03:04 PM,1.100780,15773.000000,518.570721,572.419340,61.264394,458.102812,20.150836,19.310626,0.082981,4.799335,4.882315,47.320153,80.000000,25.000000,1.848122,45.653552,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:04:04 PM,1.117447,16013.000000,508.258014,556.359770,61.131722,881.434467,20.881920,19.400292,1.360989,6.140685,7.501674,78.426055,80.000000,25.000000,30.311553,46.347894,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:05:04 PM,1.134113,16253.000000,503.686864,549.246136,61.274957,662.785564,20.192400,19.301089,0.667394,5.719085,6.386479,54.529134,80.000000,25.000000,14.864014,47.126157,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:06:04 PM,1.150780,16493.000000,618.714674,663.783262,61.527757,521.886473,20.791237,19.312408,0.232147,5.251020,5.483167,47.045363,80.000000,25.000000,5.170314,47.714844,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:07:04 PM,1.167447,16733.000000,513.831243,573.300746,61.198136,709.725634,20.260236,19.360638,0.804455,5.404400,6.208855,69.569215,80.000000,25.000000,17.916585,48.441200,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:08:04 PM,1.184113,16973.000000,505.218788,556.321666,61.255522,805.781576,20.582422,19.353985,1.173597,6.450394,7.623991,68.481341,80.000000,25.000000,26.138010,49.188295,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:09:04 PM,1.200780,17213.000000,514.615987,557.251638,61.235630,442.058437,20.652820,19.312477,0.068936,4.626526,4.695461,47.138378,80.000000,25.000000,1.535317,49.903314,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:10:04 PM,1.217447,17453.000000,623.091215,564.294326,56.690930,463.360298,20.273469,19.410240,0.090207,4.584048,4.674255,48.543544,80.000000,25.000000,2.009062,50.484486,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:11:04 PM,1.234113,17693.000000,538.630620,638.574113,61.240069,862.999110,20.810595,19.379094,1.264068,5.999373,7.263441,76.574584,80.000000,25.000000,28.152963,51.200084,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:12:04 PM,1.250780,17933.000000,507.133219,564.387653,61.306631,609.945631,20.491968,19.295051,0.432450,5.430775,5.863224,50.473989,80.000000,25.000000,9.631394,51.984574,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:13:04 PM,1.267447,18173.000000,507.834549,550.315273,61.245573,589.002054,20.485039,19.341977,0.442461,5.119415,5.561875,60.398703,80.000000,25.000000,9.854358,52.731550,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:14:04 PM,1.284113,18413.000000,501.899962,546.185751,60.992321,280.916189,20.612618,19.557674,0.066349,3.774804,3.841153,31.322362,80.000000,25.000000,1.477702,53.443651,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): Low
4/30/2019,6:15:04 PM,1.300780,18653.000000,574.511034,673.852161,61.513368,794.558488,20.472842,19.377034,1.165778,6.275938,7.441716,66.829305,80.000000,25.000000,25.963872,54.051586,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:16:04 PM,1.317447,18893.000000,518.693357,572.387893,61.237927,485.618442,20.242130,19.305616,0.092329,4.804076,4.896404,47.192994,80.000000,25.000000,2.056314,54.762146,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:17:04 PM,1.334113,19133.000000,515.178423,555.280108,61.073272,822.149551,20.774000,19.412025,1.299457,6.111944,7.411401,78.252725,80.000000,25.000000,28.941130,55.485514,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:18:04 PM,1.350780,19373.000000,500.611732,551.352900,61.278628,642.138711,20.540463,19.282977,0.552900,5.601904,6.154804,52.585906,80.000000,25.000000,12.314041,56.212548,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:19:04 PM,1.367447,19613.000000,645.011488,620.616560,61.107243,509.090958,20.425444,19.312957,0.199909,5.206529,5.406438,46.825285,80.000000,25.000000,4.452314,56.759861,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:20:04 PM,1.384113,19853.000000,521.070474,592.671515,61.219099,699.720502,20.350845,19.428765,0.720400,5.223486,5.943887,67.214971,80.000000,25.000000,16.044552,57.566370,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:21:04 PM,1.400780,20093.000000,494.848788,554.224095,61.285822,838.001898,20.042662,19.368735,1.323916,6.342529,7.666445,68.785335,80.000000,25.000000,29.485883,58.257539,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:22:04 PM,1.417447,20333.000000,505.427995,548.389773,61.279086,501.373765,20.899448,19.341156,0.067313,4.529302,4.596616,45.685189,80.000000,25.000000,1.499185,58.990739,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:23:04 PM,1.434113,20573.000000,504.537030,549.244804,55.005047,561.425048,20.323070,19.914628,0.670487,5.287079,5.957566,60.053600,80.000000,25.000000,14.932889,59.539267,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): Ramp Up
4/30/2019,6:24:04 PM,1.450780,20813.000000,539.291071,640.833231,61.230423,824.926427,20.080100,19.357482,1.334145,6.160447,7.494593,77.922633,80.000000,25.000000,29.713706,60.250175,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:25:04 PM,1.467447,21053.000000,502.385534,556.464890,61.255367,616.107717,20.417888,19.270012,0.534564,5.632717,6.167281,52.420877,80.000000,25.000000,11.905650,61.027724,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:26:04 PM,1.484113,21293.000000,505.158259,549.380103,61.336162,598.847729,20.409756,19.351790,0.408652,5.116835,5.525486,58.674972,80.000000,25.000000,9.101378,61.741328,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:27:04 PM,1.500780,21533.000000,492.656413,546.418244,61.283370,901.457044,20.179973,19.383071,1.394859,6.325487,7.720346,75.121434,80.000000,25.000000,31.065910,62.528021,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:28:04 PM,1.517447,21773.000000,597.005186,671.966097,61.536326,744.873699,20.484414,19.327433,1.006983,6.186906,7.193889,62.719822,80.000000,25.000000,22.427242,63.096869,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:29:04 PM,1.534113,22013.000000,510.507603,566.330271,61.222164,518.302343,20.182391,19.291140,0.077646,4.791107,4.868753,48.403802,80.000000,25.000000,1.729311,63.815913,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:30:04 PM,1.550780,22253.000000,495.569767,546.578523,61.296688,845.788323,20.160557,19.325446,1.336487,6.013764,7.350251,77.158000,80.000000,25.000000,29.765868,64.572045,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:31:04 PM,1.567447,22493.000000,500.510324,545.286086,61.237772,617.799863,20.485508,19.267472,0.586452,5.551361,6.137814,52.570446,80.000000,25.000000,13.061302,65.282494,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
4/30/2019,6:32:04 PM,1.584114,22733.000000,644.692666,576.597490,60.228262,489.220902,20.109370,19.369626,0.138106,4.864340,5.002446,46.166907,80.000000,25.000000,3.075857,65.826762,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Feed Pressure (Cycle): High
