Date:,7/9/2019,Time:,2:37 PM,Operator:,
Date,Time,Runtime (h),Iteration,Permeate Conductivity [High] (uS),Permeate Conductivity [Low] (uS),Reject Conductivity (mS),Feed Pressure (psi),Feed Volume (L),Feed Temperature (C),Permeate Flowrate (L/min),Reject Flowrate (L/min),Feed Flowrate (L/min),Feed Pump Power (%),Temperatre Valve Open (%),Reject Valve Open (%),Water Flux (LMH),Total Permeate  (L),AC Current (A),Permeate Tank Level,Feed Cleaning Valve State,Permeate Discharge Valve State,System Mode,Status,Code,Source,LJ String
7/9/2019,2:47:56 PM,0.168131,2401.000000,314.802289,343.609218,49.725369,539.140743,21.205297,19.415111,0.651145,4.837454,5.488598,51.787487,80.000000,20.000000,14.502113,3.484322,7.739805,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:48:56 PM,0.184798,2641.000000,311.754935,340.496337,49.683900,543.882348,20.959006,19.309185,0.651761,4.701929,5.353690,51.783354,80.000000,20.000000,14.515832,4.210125,7.745070,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:49:56 PM,0.201464,2881.000000,307.026900,335.576137,49.677474,542.352149,21.084985,19.252037,0.659773,4.663497,5.323269,51.757056,80.000000,20.000000,14.694265,4.862243,7.742588,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:50:56 PM,0.218131,3121.000000,303.449781,334.648828,49.656511,601.882932,21.875616,19.135133,0.662652,4.623807,5.286459,51.747090,80.000000,20.000000,14.758402,5.532586,7.753315,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:51:56 PM,0.234798,3361.000000,301.425813,329.539501,49.695837,553.526768,20.079403,19.111600,0.700450,4.582905,5.283355,51.751317,80.000000,20.000000,15.600226,6.199816,7.747893,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:52:56 PM,0.251465,3601.000000,295.592634,328.516267,49.822998,577.355293,21.213574,19.086216,0.667158,4.674501,5.341659,51.788696,80.000000,20.000000,14.858751,6.868587,7.757183,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:53:56 PM,0.268131,3841.000000,293.083095,320.418833,49.743429,564.390994,19.677637,18.952092,0.643967,4.835642,5.479609,51.996840,80.000000,20.000000,14.342239,7.524963,7.751264,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:54:56 PM,0.284798,4081.000000,288.024795,315.444804,49.806474,562.968357,19.708133,18.997511,0.653411,4.837226,5.490637,52.116985,80.000000,20.000000,14.552595,8.191577,7.768198,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:55:56 PM,0.301464,4321.000000,283.765996,311.433526,49.765619,564.465586,20.717435,18.986672,0.668362,4.701237,5.369599,52.098203,80.000000,20.000000,14.885569,8.862578,7.771792,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:56:56 PM,0.318131,4561.000000,284.831919,310.414285,49.837690,566.213735,21.447833,19.001902,0.656624,4.701897,5.358521,52.083742,80.000000,20.000000,14.624135,9.587177,7.777084,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:57:56 PM,0.334798,4801.000000,286.389964,310.432672,49.778774,564.454202,22.560013,19.347948,0.712721,4.975814,5.688536,52.090003,80.000000,20.000000,15.873526,10.255606,7.760816,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:58:56 PM,0.351465,5041.000000,300.077054,320.345287,50.399444,547.270992,19.270761,20.092523,0.666419,4.674568,5.340987,51.869053,80.000000,20.000000,14.842295,10.938293,7.720021,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,2:59:56 PM,0.368131,5281.000000,314.267710,329.568349,50.308855,573.351509,21.264484,20.380595,0.664438,4.819483,5.483921,51.675460,80.000000,20.000000,14.798167,11.613835,7.686009,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:00:56 PM,0.384798,5521.000000,323.810430,334.552902,50.245041,522.071654,19.732086,20.637866,0.669464,4.505767,5.175232,51.576378,80.000000,20.000000,14.910118,12.265227,7.674106,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:01:56 PM,0.401464,5761.000000,329.221881,338.587829,50.163175,564.698564,21.171601,20.907897,0.671604,4.778311,5.449915,51.471097,80.000000,20.000000,14.957762,12.928218,7.656478,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:02:56 PM,0.418131,6001.000000,334.401159,341.652144,50.142980,537.935053,20.974105,21.165989,0.663210,4.708201,5.371410,51.343679,80.000000,20.000000,14.770821,13.653306,7.636552,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:03:56 PM,0.434798,6241.000000,341.754741,344.553582,50.070901,545.137948,21.901661,21.420654,0.706211,4.695906,5.402117,51.245974,80.000000,20.000000,15.728526,14.331889,7.614900,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:04:56 PM,0.451464,6481.000000,343.505736,345.545243,50.016580,507.176230,18.329239,21.672023,0.655791,4.769357,5.425148,51.123600,80.000000,20.000000,14.605596,14.998486,7.598227,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:05:56 PM,0.468131,6721.000000,348.910558,348.680441,50.013367,578.871376,21.537587,21.920786,0.652505,4.761630,5.414135,51.062385,80.000000,20.000000,14.532414,15.658922,7.584756,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:06:56 PM,0.484798,6961.000000,355.484367,350.588886,49.933488,554.649394,20.945497,22.159121,0.665746,4.728812,5.394557,51.058957,80.000000,20.000000,14.827297,16.323092,7.558701,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:07:56 PM,0.501465,7201.000000,362.179154,352.624767,49.923080,556.997564,22.836460,22.398622,0.659264,4.717082,5.376347,50.971000,80.000000,20.000000,14.682951,16.999445,7.540695,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:08:56 PM,0.518131,7441.000000,367.163904,356.558506,49.932416,548.316293,22.182861,22.640458,0.658816,4.726451,5.385267,50.909745,80.000000,20.000000,14.672960,17.675435,7.531719,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:09:56 PM,0.534798,7681.000000,366.096324,360.618413,49.852685,561.174942,20.688431,22.867884,0.668093,4.808347,5.476440,50.827924,80.000000,20.000000,14.879581,18.396014,7.520938,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:10:56 PM,0.551465,7921.000000,371.545339,364.603443,49.854827,547.267258,19.742083,23.108484,0.702270,4.822709,5.524979,50.785809,80.000000,20.000000,15.640753,19.064775,7.497079,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:11:56 PM,0.568131,8161.000000,375.231994,368.529320,49.766535,546.390815,19.195442,23.335566,0.668246,4.602548,5.270794,50.720100,80.000000,20.000000,14.882978,19.730344,7.506199,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:12:56 PM,0.584798,8401.000000,378.756792,372.690353,49.748629,498.653525,19.934694,23.554419,0.668777,4.700358,5.369135,50.624803,80.000000,20.000000,14.894819,20.392704,7.479008,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:13:56 PM,0.601464,8641.000000,384.401993,375.660073,49.740364,504.314927,20.601429,23.776838,0.702524,4.773081,5.475604,50.558720,80.000000,20.000000,15.646413,21.054113,7.458310,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:14:56 PM,0.618131,8881.000000,389.615521,380.673537,49.683139,493.920390,18.667785,23.995346,0.659869,4.721017,5.380886,50.534600,80.000000,20.000000,14.696409,21.789648,7.450182,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:15:56 PM,0.634798,9121.000000,392.914697,384.775479,49.651916,569.562760,21.514754,24.219412,0.660713,4.688409,5.349122,50.512701,80.000000,20.000000,14.715214,22.454885,7.436450,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:16:56 PM,0.651464,9361.000000,396.702681,387.834469,49.633708,528.706678,19.827110,24.428862,0.659578,4.668656,5.328234,50.438984,80.000000,20.000000,14.689930,23.120259,7.426649,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:17:56 PM,0.668131,9601.000000,401.139751,392.857126,49.609687,516.083920,18.909611,24.639757,0.701886,4.670706,5.372592,50.398283,80.000000,20.000000,15.632198,23.791344,7.416158,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:18:56 PM,0.684798,9841.000000,406.534787,396.842157,49.546789,507.808310,20.014031,24.854835,0.664150,4.706468,5.370619,50.328487,80.000000,20.000000,14.791767,24.453553,7.396844,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:19:56 PM,0.701464,10071.000000,411.154944,400.849504,49.542350,524.558535,22.399267,25.060719,0.704537,4.456900,5.161437,50.301988,80.000000,20.000000,15.691253,25.151538,7.384052,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:20:56 PM,0.718131,10290.000000,401.646552,402.817039,48.299791,554.866433,21.690874,23.173386,0.655444,4.510971,5.166415,50.450962,80.000000,20.000000,14.597867,25.808733,7.441832,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:21:56 PM,0.734797,10530.000000,345.122574,371.659319,48.784724,527.851912,20.037382,22.961600,0.657190,4.645510,5.302700,50.657052,80.000000,20.000000,14.636753,26.479087,7.474068,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:22:56 PM,0.751410,10748.000000,332.803893,362.715984,48.963614,498.684674,19.637579,22.873236,0.659671,4.776939,5.436610,50.768672,80.000000,20.000000,14.692000,27.155665,7.493825,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:23:56 PM,0.768131,10937.000000,327.688378,358.644284,49.078225,562.090093,20.668713,22.708310,0.663196,4.566374,5.229571,50.795370,80.000000,20.000000,14.770523,27.830997,7.494125,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:24:56 PM,0.784798,11177.000000,322.453543,356.538851,49.123062,571.238320,19.083948,22.500296,0.663930,4.850391,5.514320,50.836466,80.000000,20.000000,14.786857,28.497721,7.499810,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:25:56 PM,0.801465,11417.000000,315.448061,354.642199,49.206464,559.552299,22.026281,22.419959,0.699024,4.518531,5.217555,50.869838,80.000000,20.000000,15.568468,29.213216,7.514078,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:26:56 PM,0.818131,11657.000000,310.919527,350.592817,49.181978,502.512951,19.088279,22.229100,0.692075,4.578825,5.270900,50.913817,80.000000,20.000000,15.413706,29.866792,7.522088,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:27:56 PM,0.834798,11897.000000,305.709155,346.542103,49.236299,521.104680,20.593910,22.104582,0.661513,4.709110,5.370623,50.986123,80.000000,20.000000,14.733022,30.528355,7.551188,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:28:56 PM,0.851449,12082.000000,299.249775,345.479559,49.216717,520.749021,20.258215,21.901440,0.653836,4.645269,5.299105,50.960153,80.000000,20.000000,14.562043,31.215353,7.537820,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:29:57 PM,0.868143,12257.000000,294.961540,343.479182,49.236299,529.034012,20.603259,21.696311,0.707588,4.620259,5.327847,51.016271,80.000000,20.000000,15.759188,31.893049,7.569546,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:30:57 PM,0.884842,12432.000000,289.447104,342.629350,49.326586,511.102688,19.740543,21.523629,0.658013,4.589090,5.247103,51.012584,80.000000,20.000000,14.655078,32.572573,7.562294,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:31:57 PM,0.901487,12608.000000,291.992629,342.508507,49.363468,535.163371,18.303337,21.418322,0.667503,4.989440,5.656944,51.084439,80.000000,20.000000,14.866438,33.249416,7.581424,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:32:57 PM,0.918150,12784.000000,291.028035,340.544903,49.364384,536.672805,20.217144,21.187190,0.645886,4.830146,5.476032,51.084325,80.000000,20.000000,14.384989,33.920639,7.586324,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:33:57 PM,0.934842,12960.000000,281.742029,337.479319,49.352292,513.609334,18.905712,21.088947,0.661182,4.701125,5.362306,51.157393,80.000000,20.000000,14.725647,34.584659,7.604395,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:34:57 PM,0.951546,13135.000000,279.547997,333.486427,49.365765,585.778996,22.095862,20.927174,0.653791,4.760571,5.414362,51.211174,80.000000,20.000000,14.561047,35.266872,7.614600,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:35:57 PM,0.968217,13310.000000,276.659186,332.523614,49.373107,581.059157,22.500680,20.885394,0.653500,4.741683,5.395183,51.287704,80.000000,20.000000,14.554569,35.940177,7.613137,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:36:57 PM,0.984937,13527.000000,274.179083,330.608639,49.468594,533.349191,19.989143,20.693025,0.685991,4.965098,5.651089,51.350792,80.000000,20.000000,15.278189,36.611988,7.617370,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:37:57 PM,1.001603,13767.000000,270.724600,328.528123,49.444108,558.643797,23.140589,20.681431,0.649213,4.763431,5.412644,51.366520,80.000000,20.000000,14.459088,37.293998,7.639074,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:38:57 PM,1.018270,14007.000000,270.747485,326.467324,49.488331,535.939810,21.240894,20.437744,0.671588,4.816781,5.488368,51.396868,80.000000,20.000000,14.957412,37.951739,7.631887,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:39:57 PM,1.034901,14243.000000,268.182389,324.531300,49.433094,538.310568,21.745610,20.472665,0.664916,4.592500,5.257416,51.445002,80.000000,20.000000,14.808822,38.607086,7.655354,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:40:57 PM,1.051635,14418.000000,265.878900,321.464385,49.425597,559.001369,22.761683,20.212788,0.661674,4.807858,5.469532,51.483791,80.000000,20.000000,14.736605,39.285758,7.666737,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:41:57 PM,1.068330,14594.000000,263.402032,319.293205,49.452986,535.272756,18.433442,20.174711,0.698404,4.803236,5.501640,51.456286,80.000000,20.000000,15.554652,39.948049,7.670120,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:42:57 PM,1.084987,14769.000000,261.819523,317.390022,49.469207,569.140159,20.029731,20.134508,0.697387,4.920467,5.617854,51.514684,80.000000,20.000000,15.532008,40.629094,7.677816,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:43:57 PM,1.101667,14944.000000,258.526897,316.411485,49.503637,546.458760,22.334931,20.034480,0.671192,4.729275,5.400467,51.604902,80.000000,20.000000,14.948591,41.304679,7.694672,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:44:57 PM,1.118384,15121.000000,257.421674,315.396239,49.523071,550.801262,20.890317,19.999837,0.655507,4.789774,5.445280,51.592391,80.000000,20.000000,14.599257,41.973918,7.713868,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:45:57 PM,1.135145,15342.000000,257.359567,311.508403,49.527052,553.299437,22.265603,19.889106,0.707011,4.754427,5.461438,51.597068,80.000000,20.000000,15.746336,42.642948,7.704799,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:46:58 PM,1.151811,15582.000000,254.245134,310.349933,49.613816,562.694759,22.707632,19.763628,0.650288,4.854621,5.504909,51.641272,80.000000,20.000000,14.483033,43.290724,7.702304,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:47:57 PM,1.168479,15822.000000,257.197709,308.429632,49.602034,564.229695,18.868324,19.639451,0.697633,4.637624,5.335258,51.692228,80.000000,20.000000,15.537493,43.997293,7.696437,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:48:58 PM,1.185145,16062.000000,255.757408,308.424370,49.618255,538.893557,20.523523,19.554654,0.691232,4.594204,5.285436,51.687352,80.000000,20.000000,15.394928,44.659530,7.719511,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:49:58 PM,1.201812,16302.000000,253.700769,306.452904,49.624371,538.147356,19.955397,19.470681,0.655875,4.875862,5.531737,51.743705,80.000000,20.000000,14.607460,45.319121,7.722138,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:50:58 PM,1.218478,16542.000000,252.620089,305.356187,49.569895,541.766245,22.547356,19.450993,0.709882,4.736696,5.446578,51.744482,80.000000,20.000000,15.810288,45.979563,7.729848,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:51:58 PM,1.235123,16743.000000,252.430453,304.451196,49.604021,575.278899,22.846144,19.452569,0.703400,4.713993,5.417393,51.728734,80.000000,20.000000,15.665929,46.635963,7.727143,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:52:58 PM,1.251823,16918.000000,250.828294,303.462198,49.570050,523.971721,21.953343,19.300267,0.655934,4.790865,5.446799,51.753773,80.000000,20.000000,14.608782,47.309042,7.736825,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:53:58 PM,1.268534,17094.000000,251.420087,302.482329,49.624224,606.120786,21.975742,19.220202,0.701255,4.853520,5.554775,51.816321,80.000000,20.000000,15.618152,47.993217,7.754517,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:54:58 PM,1.285198,17270.000000,251.001594,300.304619,49.608305,554.952228,19.937461,19.201405,0.702625,4.825220,5.527846,51.760465,80.000000,20.000000,15.648674,48.672440,7.753917,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:55:58 PM,1.301876,17446.000000,249.737828,301.203016,49.652071,563.964567,22.893422,19.239552,0.697116,4.822298,5.519414,51.843347,80.000000,20.000000,15.525976,49.343134,7.758516,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:56:58 PM,1.318617,17681.000000,250.959058,298.128240,49.634779,600.113107,18.935812,19.040870,0.664956,4.816352,5.481308,51.820262,80.000000,20.000000,14.809710,49.998397,7.764566,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:57:58 PM,1.335284,17914.000000,249.518756,297.333567,49.665234,561.924058,19.771845,19.140825,0.662142,4.778409,5.440551,51.841085,80.000000,20.000000,14.747027,50.714286,7.771858,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:58:58 PM,1.351951,18154.000000,251.732359,297.350685,49.680229,566.512744,21.917781,19.038055,0.659588,4.714065,5.373653,51.863609,80.000000,20.000000,14.690155,51.386583,7.769388,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,3:59:58 PM,1.368617,18394.000000,250.986837,296.357693,49.706393,549.732372,20.723751,19.078189,0.658700,4.753441,5.412141,51.847117,80.000000,20.000000,14.670376,52.052919,7.778103,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,4:00:58 PM,1.385284,18634.000000,251.300766,296.293340,49.708232,557.515524,21.811089,19.049719,0.656256,4.865846,5.522102,51.841251,80.000000,20.000000,14.615952,52.711591,7.778430,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,4:01:58 PM,1.401950,18874.000000,253.569926,295.373894,49.707161,559.084340,20.275214,18.950651,0.654416,4.772030,5.426446,51.865656,80.000000,20.000000,14.574966,53.373742,7.770329,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,4:02:58 PM,1.418617,19114.000000,253.589576,295.295086,49.702419,575.039274,22.323877,19.038261,0.654812,4.681540,5.336352,51.883734,80.000000,20.000000,14.583792,54.026864,7.776901,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
7/9/2019,4:03:58 PM,1.435284,19354.000000,254.317106,296.377411,49.769593,566.332592,20.778534,18.882872,0.661926,4.803410,5.465335,51.892438,80.000000,20.000000,14.742218,54.741500,7.792542,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
