Date:,5/17/2019,Time:,9:38 AM,Operator:,
Date,Time,Runtime (h),Iteration,Permeate Conductivity [High] (uS),Permeate Conductivity [Low] (uS),Reject Conductivity (mS),Feed Pressure (psi),Feed Volume (L),Feed Temperature (C),Permeate Flowrate (L/min),Reject Flowrate (L/min),Feed Flowrate (L/min),Feed Pump Power (%),Temperatre Valve Open (%),Reject Valve Open (%),Water Flux (LMH),Total Permeate  (L),AC Current (A),Permeate Tank Level,Feed Cleaning Valve State,Permeate Discharge Valve State,System Mode,Status,Code,Source,LJ String
5/17/2019,9:48:56 AM,0.170973,2401.000000,780.285440,1076.377114,60.546249,640.895994,20.384505,20.957979,0.698108,4.996427,5.694535,60.082967,80.000000,21.000000,15.548063,2.399659,8.779151,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:49:56 AM,0.187640,2641.000000,724.394212,899.437815,60.554818,692.254829,20.384012,21.046138,0.696324,4.960986,5.657310,59.939416,80.000000,21.000000,15.508330,3.124826,8.723788,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:50:56 AM,0.204306,2881.000000,696.160002,820.138034,60.508910,598.663143,20.460439,21.110764,0.657436,4.968414,5.625849,59.754767,80.000000,21.000000,14.642217,3.786363,8.677401,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:51:56 AM,0.220973,3121.000000,679.642893,784.950650,60.436225,642.711397,20.519939,21.157140,0.655703,4.954194,5.609898,59.589593,80.000000,21.000000,14.603636,4.451854,8.655946,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:52:56 AM,0.237639,3361.000000,665.914924,762.769044,60.442652,674.734546,20.329673,21.206056,0.661548,5.270918,5.932466,59.441880,80.000000,21.000000,14.733801,5.118921,8.644618,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:53:56 AM,0.254306,3601.000000,660.742196,751.781965,60.371954,660.050861,19.954663,21.251883,0.662193,5.014762,5.676955,59.232415,80.000000,21.000000,14.748177,5.793290,8.599211,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:54:56 AM,0.270973,3841.000000,657.699735,743.782994,60.340428,660.679455,20.479794,21.306220,0.697749,5.218547,5.916296,59.113396,80.000000,21.000000,15.540071,6.455507,8.587359,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:55:56 AM,0.287640,4081.000000,648.384214,736.832301,60.319620,645.100908,20.488421,21.322000,0.659052,5.175824,5.834875,58.952135,80.000000,21.000000,14.678213,7.174530,8.575390,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:56:56 AM,0.304306,4321.000000,641.607669,727.691978,60.331859,665.032111,20.341438,21.360554,0.657767,5.081663,5.739431,58.829552,80.000000,21.000000,14.649604,7.842733,8.560272,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:57:56 AM,0.320973,4561.000000,637.085685,719.758690,60.300185,614.873591,19.951572,21.377980,0.662564,4.949478,5.612042,58.729807,80.000000,21.000000,14.756427,8.505366,8.536073,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:58:56 AM,0.337639,4801.000000,631.489491,714.722845,60.272641,644.793250,20.370624,21.401237,0.707453,5.094098,5.801551,58.623405,80.000000,21.000000,15.756192,9.158889,8.522522,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,9:59:56 AM,0.354306,5041.000000,627.300928,710.597318,60.279067,678.582783,20.399410,21.386557,0.661386,5.114284,5.775670,58.488709,80.000000,21.000000,14.730203,9.819567,8.509495,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:00:56 AM,0.370973,5281.000000,622.654650,705.494521,60.253051,665.863896,20.619029,21.405973,0.664094,5.087570,5.751664,58.485651,80.000000,21.000000,14.790510,10.473493,8.497539,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:01:56 AM,0.387639,5521.000000,620.203983,700.600696,60.237901,662.183844,20.256434,21.388683,0.700855,5.238979,5.939834,58.382419,80.000000,21.000000,15.609240,11.138093,8.488562,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:02:56 AM,0.404306,5761.000000,615.243776,697.548173,60.240198,652.455453,20.383508,21.419213,0.656228,5.172805,5.829032,58.277117,80.000000,21.000000,14.615312,11.856773,8.490588,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:03:56 AM,0.420973,6001.000000,613.018730,693.376616,60.202556,654.676274,20.165476,21.410845,0.696243,4.986739,5.682982,58.123599,80.000000,21.000000,15.506535,12.521173,8.483819,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:04:56 AM,0.437639,6241.000000,610.221462,691.452384,60.189703,617.671415,20.477918,21.381341,0.671224,5.064177,5.735402,58.068350,80.000000,21.000000,14.949320,13.192187,8.484211,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:05:56 AM,0.454306,6481.000000,607.661258,687.442500,60.214641,686.334707,19.775069,21.356438,0.669006,4.917039,5.586045,57.984288,80.000000,21.000000,14.899906,13.852488,8.482121,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:06:56 AM,0.470973,6721.000000,603.374681,684.517414,60.184348,606.837346,20.298467,21.367346,0.657826,5.038195,5.696021,57.926233,80.000000,21.000000,14.650905,14.511411,8.478436,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:07:56 AM,0.487640,6961.000000,598.041752,680.425997,60.201485,658.632791,20.004708,21.338876,0.669307,5.283705,5.953013,57.862663,80.000000,21.000000,14.906620,15.229968,8.471511,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:08:56 AM,0.504306,7201.000000,596.501700,677.390592,60.185264,695.895372,20.481274,21.304094,0.695961,4.988190,5.684152,57.797456,80.000000,21.000000,15.500253,15.901750,8.463840,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:09:56 AM,0.520973,7441.000000,595.061319,676.496126,60.169959,633.930651,20.400829,21.311847,0.651736,5.056150,5.707886,57.775817,80.000000,21.000000,14.515269,16.566376,8.459828,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:10:56 AM,0.537640,7681.000000,590.902271,674.398554,60.198117,690.332387,19.888522,21.278777,0.663717,5.103021,5.766738,57.655139,80.000000,21.000000,14.782121,17.228810,8.473954,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:11:56 AM,0.554306,7921.000000,588.229217,673.434473,60.184651,666.639773,20.502507,21.249071,0.698944,5.340798,6.039741,57.658475,80.000000,21.000000,15.566674,17.904112,8.467329,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:12:56 AM,0.570973,8161.000000,585.822742,671.453814,60.148693,657.277338,20.174235,21.218816,0.661147,5.199888,5.861036,57.554384,80.000000,21.000000,14.724883,18.565603,8.442672,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:13:56 AM,0.587639,8401.000000,583.970418,669.194696,60.141343,667.588843,20.409672,21.186435,0.669580,4.893355,5.562935,57.532022,80.000000,21.000000,14.912689,19.281077,8.464219,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:14:56 AM,0.604306,8641.000000,578.707725,664.305943,60.149298,672.620811,20.572966,21.156660,0.704714,5.082604,5.787318,57.469993,80.000000,21.000000,15.695192,19.938326,8.461906,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:15:56 AM,0.620973,8881.000000,574.916506,661.221973,60.127419,671.183723,20.280651,21.137313,0.707456,4.944597,5.652053,57.455136,80.000000,21.000000,15.756258,20.598979,8.447128,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:16:56 AM,0.637640,9121.000000,570.476200,657.255329,60.154506,644.090876,20.444655,21.082016,0.663552,4.953481,5.617033,57.456390,80.000000,21.000000,14.778443,21.256978,8.467485,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:17:56 AM,0.654306,9361.000000,566.184651,655.379789,60.139814,676.762879,20.244021,21.005659,0.658662,4.859022,5.517684,57.371992,80.000000,21.000000,14.669535,21.913854,8.459398,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:18:56 AM,0.670973,9601.000000,566.200986,653.208546,60.127116,648.797590,20.484702,20.998182,0.646355,5.137198,5.783553,57.275645,80.000000,21.000000,14.395429,22.576368,8.448683,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:19:56 AM,0.687639,9841.000000,563.248411,651.330343,60.176082,696.588695,20.555090,20.972934,0.675917,5.021871,5.697789,57.211722,80.000000,21.000000,15.053840,23.298780,8.466780,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:20:56 AM,0.704306,10081.000000,560.160178,648.186015,60.164914,642.817012,20.611691,20.958595,0.648575,5.243923,5.892498,57.107592,80.000000,21.000000,14.444868,23.956296,8.469890,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:21:56 AM,0.720973,10321.000000,560.817393,647.287491,60.187406,637.257380,19.919562,20.904946,0.666340,5.114396,5.780736,57.122599,80.000000,21.000000,14.840526,24.620046,8.474542,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:22:56 AM,0.737640,10561.000000,560.655536,647.341382,60.135072,688.876739,20.398184,20.884914,0.657199,5.168854,5.826053,57.102020,80.000000,21.000000,14.636948,25.284340,8.465761,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:23:56 AM,0.754306,10801.000000,558.701883,645.149216,60.111811,659.716327,20.381690,20.852943,0.656119,5.147212,5.803331,57.085710,80.000000,21.000000,14.612903,25.958229,8.467212,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:24:56 AM,0.770973,11041.000000,553.785791,644.232432,60.165217,674.895151,20.344555,20.812260,0.668565,5.071628,5.740193,57.102518,80.000000,21.000000,14.890083,26.623197,8.451805,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:25:56 AM,0.787640,11281.000000,549.633213,642.296408,60.141801,611.007024,20.114456,20.773636,0.668244,5.062300,5.730543,57.097609,80.000000,21.000000,14.882935,27.347703,8.472594,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:26:56 AM,0.804306,11521.000000,542.544475,637.209462,60.185419,672.249617,20.367158,20.739950,0.655515,5.123530,5.779044,57.059599,80.000000,21.000000,14.599438,28.012076,8.490000,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:27:56 AM,0.820973,11761.000000,541.146630,631.135990,60.187561,645.429010,20.367976,20.731443,0.658055,5.078340,5.736395,56.945376,80.000000,21.000000,14.656004,28.687248,8.478030,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:28:56 AM,0.837640,12001.000000,540.520508,631.162238,60.191846,689.146314,20.286800,20.737824,0.664524,4.950733,5.615257,56.914368,80.000000,21.000000,14.800083,29.353377,8.484604,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:29:56 AM,0.854306,12241.000000,540.272001,630.202088,60.225506,662.936889,20.762149,20.733023,0.697535,5.132873,5.830408,56.850096,80.000000,21.000000,15.535296,30.015746,8.485518,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:30:56 AM,0.870973,12481.000000,539.152099,628.091456,60.184806,649.116412,20.222101,20.675668,0.655569,5.057664,5.713234,56.787141,80.000000,21.000000,14.600646,30.728432,8.490039,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:31:56 AM,0.887640,12721.000000,537.904669,627.207514,60.192917,636.591667,20.249289,20.681020,0.702489,5.125678,5.828167,56.744073,80.000000,21.000000,15.645644,31.388640,8.482134,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:32:56 AM,0.904306,12961.000000,536.089988,626.214521,60.180367,633.673480,20.150548,20.635806,0.660923,5.063932,5.724855,56.758248,80.000000,21.000000,14.719890,32.047420,8.488406,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:33:56 AM,0.920973,13201.000000,534.461628,624.060396,60.215867,676.252764,20.504179,20.612757,0.667780,5.246645,5.914426,56.757810,80.000000,21.000000,14.872616,32.713828,8.498584,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:34:56 AM,0.937640,13441.000000,530.477458,623.113433,60.208214,675.461910,19.760730,20.566517,0.703890,5.018606,5.722496,56.729860,80.000000,21.000000,15.676842,33.371682,8.511129,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:35:56 AM,0.954306,13681.000000,528.070984,620.244901,60.232088,696.413343,19.896596,20.558284,0.703553,5.097353,5.800905,56.615573,80.000000,21.000000,15.669322,34.099511,8.512252,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:36:56 AM,0.970973,13921.000000,530.212615,619.090362,60.211583,643.920532,19.932216,20.527410,0.663571,5.084329,5.747900,56.568094,80.000000,21.000000,14.778871,34.752853,8.502557,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:37:56 AM,0.987640,14161.000000,529.817008,620.097810,60.214951,647.762567,20.442321,20.537633,0.660568,5.073418,5.733986,56.494118,80.000000,21.000000,14.711980,35.412549,8.512017,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:38:56 AM,1.004306,14401.000000,533.127627,620.181753,60.209138,667.101606,20.147298,20.526519,0.695961,5.056426,5.752388,56.563654,80.000000,21.000000,15.500253,36.070909,8.525958,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:39:56 AM,1.020973,14641.000000,532.427876,620.158168,60.207298,669.598157,20.565208,20.515269,0.701567,5.224069,5.925637,56.640078,80.000000,21.000000,15.625107,36.730016,8.493044,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:40:56 AM,1.037639,14881.000000,530.516759,620.135851,60.223675,660.339684,20.418852,20.479729,0.701222,5.225114,5.926336,56.512552,80.000000,21.000000,15.617417,37.452104,8.508175,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:41:56 AM,1.054306,15121.000000,528.988150,619.085036,60.206382,681.028939,20.070054,20.471976,0.652425,5.106616,5.759041,56.436831,80.000000,21.000000,14.530624,38.124967,8.503393,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:42:56 AM,1.070973,15361.000000,528.017005,616.003729,60.185419,652.589643,20.874943,20.419838,0.658578,5.398848,6.057426,56.446434,80.000000,21.000000,14.667654,38.797380,8.522222,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:43:56 AM,1.087640,15601.000000,525.857381,615.172284,60.233159,646.562482,20.090132,20.377370,0.662863,5.077811,5.740674,56.337932,80.000000,21.000000,14.763094,39.468240,8.501747,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:44:56 AM,1.104306,15841.000000,523.673135,613.015622,60.194904,669.886291,20.478340,20.361729,0.654413,4.830137,5.484550,56.368610,80.000000,21.000000,14.574910,40.113534,8.512775,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:45:56 AM,1.120973,16081.000000,519.164171,612.163128,60.209285,667.798696,20.342365,20.318095,0.657855,5.174287,5.832142,56.330282,80.000000,21.000000,14.651564,40.768895,8.526090,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:46:56 AM,1.137639,16321.000000,519.447008,610.055032,60.201788,622.842259,20.127931,20.312677,0.667172,4.883611,5.550782,56.291386,80.000000,21.000000,14.859054,41.438702,8.532179,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:47:56 AM,1.154306,16561.000000,518.214334,610.185131,60.198575,650.532047,20.368566,20.330033,0.706256,4.995183,5.701439,56.254795,80.000000,21.000000,15.729530,42.150983,8.519295,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:48:56 AM,1.170973,16801.000000,516.932575,609.059503,60.242651,650.380032,20.310761,20.259025,0.658154,5.102756,5.760910,56.203967,80.000000,21.000000,14.658216,42.826037,8.523319,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:49:56 AM,1.187639,17041.000000,516.554961,608.055986,60.218777,638.256662,20.643871,20.221567,0.656146,5.035218,5.691364,56.236968,80.000000,21.000000,14.613489,43.500858,8.534361,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:50:56 AM,1.204306,17281.000000,516.035060,607.072250,60.190161,668.370233,20.615937,20.192958,0.706386,5.066364,5.772751,56.225234,80.000000,21.000000,15.732436,44.156377,8.531761,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:51:56 AM,1.220973,17521.000000,514.790944,606.035892,60.194601,690.297381,20.195022,20.148572,0.706320,4.996726,5.703046,56.265523,80.000000,21.000000,15.730958,44.811823,8.534217,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:52:56 AM,1.237639,17761.000000,514.271043,604.038114,60.146395,633.407719,20.652869,20.104117,0.703440,5.049046,5.752486,56.275291,80.000000,21.000000,15.666812,45.479256,8.548747,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:53:56 AM,1.254306,18001.000000,512.184969,602.048325,60.214493,653.141196,20.761440,20.086005,0.648131,5.155848,5.803979,56.322854,80.000000,21.000000,14.434992,46.138581,8.545403,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:54:56 AM,1.270973,18241.000000,509.451465,601.036946,60.252593,642.005945,19.998754,20.045733,0.659270,5.182167,5.841437,56.325377,80.000000,21.000000,14.683064,46.801926,8.555424,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:55:56 AM,1.287639,18481.000000,509.394251,599.061486,60.271570,682.518812,20.242300,20.012596,0.656126,5.238806,5.894932,56.228185,80.000000,21.000000,14.613041,47.459290,8.550420,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:56:56 AM,1.304306,18721.000000,509.708101,599.074674,60.259633,648.825889,20.277655,19.993661,0.664214,5.283382,5.947596,56.211130,80.000000,21.000000,14.793196,48.135230,8.548381,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:57:56 AM,1.320973,18961.000000,508.410007,597.925334,60.273099,698.306751,19.814324,19.979871,0.658595,5.111274,5.769869,56.198137,80.000000,21.000000,14.668047,48.863359,8.550198,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:58:56 AM,1.337639,19201.000000,507.821449,596.952122,60.273409,615.964247,20.442347,19.963200,0.706068,5.278311,5.984379,56.156738,80.000000,21.000000,15.725347,49.526230,8.548212,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,10:59:56 AM,1.354306,19441.000000,505.477081,595.931487,60.264988,661.764644,20.338226,19.924987,0.699876,5.016179,5.716055,56.094803,80.000000,21.000000,15.587449,50.189592,8.553072,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,11:00:56 AM,1.370973,19681.000000,504.053115,594.921503,60.285649,708.223817,20.477256,19.885128,0.651046,4.961451,5.612498,56.123815,80.000000,21.000000,14.499921,50.859991,8.552824,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,11:01:56 AM,1.387640,19921.000000,502.598056,594.149148,60.309367,640.898613,20.193580,19.833672,0.710664,5.145094,5.855758,56.114970,80.000000,21.000000,15.827700,51.513794,8.581048,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,11:02:56 AM,1.404306,20161.000000,500.361567,591.053385,60.281054,621.617918,20.421065,19.813845,0.697106,5.069081,5.766187,56.124499,80.000000,21.000000,15.525738,52.233194,8.564480,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,11:03:56 AM,1.420973,20401.000000,501.211733,589.997372,60.286262,639.228105,20.126428,19.827705,0.702754,5.100045,5.802799,56.103456,80.000000,21.000000,15.651532,52.902868,8.554470,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
5/17/2019,11:04:56 AM,1.437640,20641.000000,501.020439,591.943921,60.312277,657.461695,20.089363,19.817207,0.657464,5.088455,5.745919,56.124778,80.000000,21.000000,14.642846,53.567299,8.566597,FULL,CLOSED,OPEN,SYSTEM MODE: Auto Water Flux (Fixed),NO ERROR,0,,No Error
